LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags,Entity,Code,Year,GDP per capita (USD)
NLD,Netherlands,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.7,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,14.0,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,93.0,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,94.0,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,92.0,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,,,82.0,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,,,81.6,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,,,80.0,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,,,83.2,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,Units,,,76.0,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,Units,,,79.0,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,Units,,,73.0,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,Units,,,86.0,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,Units,,,65.0,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,,,7.4,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,,,7.4,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,,,7.5,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,,,7.7,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,,,0.6,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,,,0.8,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,,,0.4,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,,,0.42,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,,,0.73,,,Netherlands,NLD,2020,54209.5638357302
NLD,Netherlands,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,,,0.09,,,Netherlands,NLD,2020,54209.5638357302
NZL,New Zealand,JE_LMIS,Labour market insecurity,L,Value,TOT,Total,PC,Percentage,0,Units,,,4.7,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,Total,AVSCORE,Average score,0,Units,,,2.5,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,HO_HISH,Housing expenditure,L,Value,TOT,Total,PC,Percentage,0,Units,,,26.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,0,Units,,,65.7,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,0,Units,,,81.3,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,,,51.8,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,,,2.4,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,,,388514.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,77.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,82.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,72.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,0.74,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,0.72,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,0.75,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,40043.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,96.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,,,95.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,,,96.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,,,98.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,,,79.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,,,78.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,,,79.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,,,506.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,,,503.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,Units,,,509.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,Units,,,554.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,,,459.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,,,17.7,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,17.2,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.2,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,5.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,89.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,91.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,87.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,,,80.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,,,81.7,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,,,80.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,,,83.4,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,Units,,,88.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,Units,,,88.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,Units,,,88.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,Units,,,93.0,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,,,7.3,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,,,7.2,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,,,7.4,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,,,1.3,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,,,1.9,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,,,0.7,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,,,15.11,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,,,21.37,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,,,8.63,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,,,14.87,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,,,14.83,,,New Zealand,NZL,2020,42404.3937381567
NZL,New Zealand,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,,,14.95,,,New Zealand,NZL,2020,42404.3937381567
POL,Poland,JE_LMIS,Labour market insecurity,L,Value,TOT,Total,PC,Percentage,0,Units,,,5.7,,,Poland,POL,2020,32238.157259275
POL,Poland,JE_LMIS,Labour market insecurity,L,Value,MN,Men,PC,Percentage,0,Units,,,6.0,,,Poland,POL,2020,32238.157259275
POL,Poland,JE_LMIS,Labour market insecurity,L,Value,WMN,Women,PC,Percentage,0,Units,,,5.3,,,Poland,POL,2020,32238.157259275
POL,Poland,JE_LMIS,Labour market insecurity,L,Value,HGH,High,PC,Percentage,0,Units,,,2.92,,,Poland,POL,2020,32238.157259275
POL,Poland,JE_LMIS,Labour market insecurity,L,Value,LW,Low,PC,Percentage,0,Units,,,15.0,,,Poland,POL,2020,32238.157259275
POL,Poland,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,Total,AVSCORE,Average score,0,Units,,,2.6,,,Poland,POL,2020,32238.157259275
POL,Poland,HO_BASE,Dwellings without basic facilities,L,Value,TOT,Total,PC,Percentage,0,Units,,,3.0,,,Poland,POL,2020,32238.157259275
POL,Poland,HO_HISH,Housing expenditure,L,Value,TOT,Total,PC,Percentage,0,Units,,,22.0,,,Poland,POL,2020,32238.157259275
POL,Poland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,0,Units,,,67.3,,,Poland,POL,2020,32238.157259275
POL,Poland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,0,Units,,,73.9,,,Poland,POL,2020,32238.157259275
POL,Poland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,,,61.2,,,Poland,POL,2020,32238.157259275
POL,Poland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,,,1.1,,,Poland,POL,2020,32238.157259275
POL,Poland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,,,19814.0,,,Poland,POL,2020,32238.157259275
POL,Poland,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,,,210991.0,,,Poland,POL,2020,32238.157259275
POL,Poland,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,66.0,,,Poland,POL,2020,32238.157259275
POL,Poland,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,73.0,,,Poland,POL,2020,32238.157259275
POL,Poland,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,59.0,,,Poland,POL,2020,32238.157259275
POL,Poland,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.52,,,Poland,POL,2020,32238.157259275
POL,Poland,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,1.55,,,Poland,POL,2020,32238.157259275
POL,Poland,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,1.47,,,Poland,POL,2020,32238.157259275
POL,Poland,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,27046.0,,,Poland,POL,2020,32238.157259275
POL,Poland,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,86.0,,,Poland,POL,2020,32238.157259275
POL,Poland,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,,,84.0,,,Poland,POL,2020,32238.157259275
POL,Poland,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,,,88.0,,,Poland,POL,2020,32238.157259275
POL,Poland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,,,92.0,,,Poland,POL,2020,32238.157259275
POL,Poland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,,,92.0,,,Poland,POL,2020,32238.157259275
POL,Poland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,,,92.0,,,Poland,POL,2020,32238.157259275
POL,Poland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,,,504.0,,,Poland,POL,2020,32238.157259275
POL,Poland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,,,502.0,,,Poland,POL,2020,32238.157259275
POL,Poland,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,Units,,,506.0,,,Poland,POL,2020,32238.157259275
POL,Poland,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,Units,,,549.0,,,Poland,POL,2020,32238.157259275
POL,Poland,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,,,466.0,,,Poland,POL,2020,32238.157259275
POL,Poland,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,,,17.6,,,Poland,POL,2020,32238.157259275
POL,Poland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,17.0,,,Poland,POL,2020,32238.157259275
POL,Poland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.4,,,Poland,POL,2020,32238.157259275
POL,Poland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,22.0,,,Poland,POL,2020,32238.157259275
POL,Poland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,82.0,,,Poland,POL,2020,32238.157259275
POL,Poland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,83.0,,,Poland,POL,2020,32238.157259275
POL,Poland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,81.0,,,Poland,POL,2020,32238.157259275
POL,Poland,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,,,55.0,,,Poland,POL,2020,32238.157259275
POL,Poland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,,,78.0,,,Poland,POL,2020,32238.157259275
POL,Poland,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,,,73.9,,,Poland,POL,2020,32238.157259275
POL,Poland,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,,,82.0,,,Poland,POL,2020,32238.157259275
POL,Poland,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,Units,,,58.0,,,Poland,POL,2020,32238.157259275
POL,Poland,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,Units,,,62.0,,,Poland,POL,2020,32238.157259275
POL,Poland,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,Units,,,56.0,,,Poland,POL,2020,32238.157259275
POL,Poland,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,Units,,,72.0,,,Poland,POL,2020,32238.157259275
POL,Poland,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,Units,,,52.0,,,Poland,POL,2020,32238.157259275
POL,Poland,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,,,6.1,,,Poland,POL,2020,32238.157259275
POL,Poland,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,,,6.0,,,Poland,POL,2020,32238.157259275
POL,Poland,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,,,6.2,,,Poland,POL,2020,32238.157259275
POL,Poland,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,,,0.7,,,Poland,POL,2020,32238.157259275
POL,Poland,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,,,1.1,,,Poland,POL,2020,32238.157259275
POL,Poland,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,,,0.4,,,Poland,POL,2020,32238.157259275
POL,Poland,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,,,5.95,,,Poland,POL,2020,32238.157259275
POL,Poland,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,,,9.24,,,Poland,POL,2020,32238.157259275
POL,Poland,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,,,2.28,,,Poland,POL,2020,32238.157259275
POL,Poland,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,,,14.42,,,Poland,POL,2020,32238.157259275
POL,Poland,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,,,14.67,,,Poland,POL,2020,32238.157259275
POL,Poland,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,,,14.08,,,Poland,POL,2020,32238.157259275
PRT,Portugal,JE_LMIS,Labour market insecurity,L,Value,TOT,Total,PC,Percentage,0,Units,,,10.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,JE_LMIS,Labour market insecurity,L,Value,MN,Men,PC,Percentage,0,Units,,,10.2,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,JE_LMIS,Labour market insecurity,L,Value,WMN,Women,PC,Percentage,0,Units,,,9.7,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,JE_LMIS,Labour market insecurity,L,Value,HGH,High,PC,Percentage,0,Units,,,7.46,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,JE_LMIS,Labour market insecurity,L,Value,LW,Low,PC,Percentage,0,Units,,,10.76,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,Total,AVSCORE,Average score,0,Units,,,1.5,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,HO_BASE,Dwellings without basic facilities,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,HO_HISH,Housing expenditure,L,Value,TOT,Total,PC,Percentage,0,Units,,,21.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,0,Units,,,73.4,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,0,Units,,,84.8,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,,,63.1,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,,,1.7,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,,,21203.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,,,232666.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,68.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,71.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,65.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,4.43,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,4.25,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,4.61,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,25367.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,88.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,,,88.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,,,87.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,,,93.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,,,84.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,,,48.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,,,43.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,,,52.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,,,497.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,,,497.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,Units,,,496.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,Units,,,551.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,,,456.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,,,16.9,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,16.9,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,17.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,10.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,86.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,87.0,,,Portugal,PRT,2020,32181.1545372343
PRT,Portugal,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,86.0,,,Portugal,PRT,2020,32181.1545372343
